YEAR,OFFICE,CONSTITUENCY,REGION,REGISTERED_VOTERS,VOTES_CAST,VALID_VOTES,VOTES_REJECTED,NPP,PPP,PNC,NDC,DPP,CPP,UFP,URP,YPP,GCPP,GFP,NVP,NDP,IPC,IPP,IND1,IND2,IND3,IND4,NPP_C,PPP_C,PNC_C,NDC_C,DPP_C,CPP_C,UFP_C,URP_C,YPP_C,GCPP_C,GFP_C,NVP_C,NDP_C,IPC_C,IPP_C,IND1_C,IND2_C,IND3_C,IND4_C
2012,Presidential First Round,Yunyoo,Northern,19119,,14459,,"3,990",202,70,"9,904",,57,35,,,145,,,,,,56,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Zabzugu,Northern,30109,,25661,,"13,046",130,31,"12,301",,32,39,,,67,,,,,,15,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Bawku Central,Upper East,58925,,43543,,"17,974",70,313,"24,707",,121,54,,,228,,,,,,76,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Binduri,Upper East,31987,,22829,,"6,366",52,84,"15,855",,171,64,,,184,,,,,,53,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Bolgatanga Central,Upper East,61470,,47226,,"11,027",330,378,"35,142",,62,63,,,170,,,,,,54,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Bolgatanga East,Upper East,17883,,14215,,"3,123",70,353,"10,543",,22,24,,,52,,,,,,28,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Bongo,Upper East,49078,,34128,,"9,414",132,787,"23,185",,117,119,,,274,,,,,,100,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Builsa North,Upper East,27730,,20932,,"5,005",67,562,"14,824",,68,42,,,146,,,,,,218,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Builsa South,Upper East,16757,,12554,,"2,433",69,"2,260","7,417",,69,89,,,166,,,,,,51,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,"Chiana, Paga",Upper East,46017,,33518,,"6,659",158,498,"25,815",,46,63,,,161,,,,,,118,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Garu,Upper East,27507,,19838,,"6,509",80,118,"12,779",,73,49,,,188,,,,,,42,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Nabdam,Upper East,18940,,12647,,"4,719",131,64,"7,533",,38,32,,,101,,,,,,29,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Navrongo Central,Upper East,44934,,33327,,"12,780",217,77,"19,916",,54,49,,,169,,,,,,65,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Pusiga,Upper East,35856,,24343,,"6,289",270,201,"16,981",,94,110,,,274,,,,,,124,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Talensi,Upper East,38183,,27007,,"7,120",122,"1,932","17,110",,136,118,,,332,,,,,,137,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Tempane,Upper East,37111,,26093,,"8,045",88,158,"16,747",,649,101,,,226,,,,,,79,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Zebilla,Upper East,52718,,40321,,"13,351",217,232,"25,469",,130,255,,,415,,,,,,252,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,"Daffiama, Bussie, Issa",Upper West,17177,,12943,,"3,520",395,79,"8,700",,40,43,,,123,,,,,,43,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Jirapa,Upper West,35580,,26330,,"3,375",155,173,"20,603",,173,66,,,261,,,,,,"1,524",,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Lambussie-Karni,Upper West,20571,,16041,,"2,880",196,96,"12,313",,65,19,,,177,,,,,,295,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Lawra,Upper West,25327,,19788,,"5,538",117,60,"13,739",,45,22,,,219,,,,,,48,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,"Nadowli, Kaleo",Upper West,35684,,28327,,"7,602",171,115,"19,825",,67,46,,,434,,,,,,67,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Nandom,Upper West,24236,,20475,,"5,774",45,46,"14,407",,27,16,,,136,,,,,,24,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Sissala East,Upper West,30033,,24567,,7613,167,2382,13559,,136,57,,,199,,,,,,454,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Sissala West,Upper West,27085,,21808,,7402,65,1274,12850,,24,22,,,122,,,,,,49,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Wa Central,Upper West,75130,,59947,,20822,829,424,37382,,74,75,,,278,,,,,,63,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Wa East,Upper West,32824,,25883,,11271,154,119,13900,,54,64,,,232,,,,,,89,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Wa West,Upper West,40841,,27900,,7301,801,165,18856,,108,104,,,429,,,,,,136,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Adaklu,Volta,17940,,13384,,802,42,11,"12,459",,12,8,,,42,,,,,,8,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Afadjato South,Volta,34183,,26277,,"1,886",80,11,"24,184",,47,11,,,47,,,,,,11,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Agotime-Ziope,Volta,26450,,18282,,"1,350",97,36,"16,524",,60,27,,,140,,,,,,48,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Akan,Volta,38553,,29345,,"6,926",81,172,"21,501",,89,86,,,125,,,,,,365,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Akatsi North,Volta,18800,,13002,,"1,049",34,42,"11,712",,57,30,,,58,,,,,,20,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Akatsi South,Volta,43153,,32790,,"2,259",199,45,"29,761",,51,112,,,129,,,,,,234,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Anlo,Volta,50319,,40088,,"1,599",597,25,"37,698",,24,12,,,85,,,,,,48,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Biakoye,Volta,40136,,28706,,"6,349",94,29,"22,033",,72,15,,,99,,,,,,15,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Buem,Volta,37124,,25507,,"4,323",82,74,"20,819",,84,20,,,84,,,,,,21,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Central Tongu,Volta,39242,,30477,,"3,019",152,26,"27,056",,75,31,,,98,,,,,,20,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Ho Central,Volta,87100,,67910,,"5,148",150,20,"62,363",,111,20,,,70,,,,,,28,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Ho West,Volta,48680,,36521,,"2,683",98,35,"33,506",,71,20,,,82,,,,,,26,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Hohoe,Volta,67615,,49458,,"5,584",346,47,"43,301",,58,23,,,83,,,,,,16,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Keta,Volta,46607,,36276,,"1,223",146,14,"34,789",,17,12,,,69,,,,,,6,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Ketu North,Volta,60761,,43634,,"5,263",152,71,"37,761",,110,34,,,185,,,,,,58,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Ketu South,Volta,126659,,87904,,"5,165",227,111,"81,880",,145,56,,,233,,,,,,87,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Kpando,Volta,32567,,24221,,"2,267",49,14,"21,759",,59,11,,,35,,,,,,27,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Krachi East,Volta,40647,,30372,,"10,794",221,116,"18,631",,78,216,,,250,,,,,,66,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Krachi Nchumuru,Volta,28957,,22719,,"6,509",59,48,"15,813",,71,29,,,137,,,,,,53,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Krachi West,Volta,22768,,18027,,"6,115",119,21,"11,634",,23,16,,,67,,,,,,32,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Nkwanta North,Volta,44553,,34509,,"11,474",281,76,"22,341",,74,45,,,174,,,,,,44,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Nkwanta South,Volta,52363,,36565,,"11,717",204,122,"22,571",,389,72,,,656,,,,,,834,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,North Dayi,Volta,24162,,17913,,"1,503",50,12,"16,137",,143,11,,,46,,,,,,11,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,North Tongu,Volta,48577,,36662,,"2,246",40,36,"34,162",,45,16,,,84,,,,,,33,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,South Dayi,Volta,26640,,19244,,"1,482",288,22,"17,253",,116,21,,,43,,,,,,19,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,South Tongu,Volta,52183,,57801,,"20,404",91,50,"36,989",,69,20,,,118,,,,,,60,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Ahanta West,Western,63792,,45756,,"24,655",874,51,"19,609",,83,134,,,216,,,,,,134,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Amenfi Central,Western,51015,,38054,,"15,037",211,56,"22,439",,64,28,,,177,,,,,,42,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Amenfi East,Western,67093,,50891,,"25,215",232,73,"25,062",,42,55,,,169,,,,,,43,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Amenfi West,Western,60067,,42656,,"15,184",244,46,"26,777",,90,30,,,212,,,,,,73,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Aowin,Western,71468,,52395,,"19,603",310,52,"32,067",,53,40,,,212,,,,,,58,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Bia East,Western,27813,,20206,,"5,267",61,29,"14,668",,26,20,,,107,,,,,,28,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Bia West,Western,64404,,45442,,"11,978",126,51,"32,927",,74,41,,,195,,,,,,50,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Bibiani - Anhwiaso - Bekwai,Western,74128,,63393,,"31,916",213,57,"30,904",,57,28,,,186,,,,,,32,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Bodi,Western,35119,,28357,,"9,112",92,36,"18,928",,26,19,,,123,,,,,,21,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Effia,Western,45701,,35718,,"20,385",378,23,"14,794",,89,7,,,37,,,,,,5,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Ellembele,Western,58385,,45246,,"18,317",219,34,"26,262",,233,20,,,116,,,,,,45,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Essikadu-Ketan,Western,56198,,41865,,"23,629",428,25,"17,598",,66,20,,,82,,,,,,17,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Evalue - Ajomoro - Gwira,Western,41097,,28837,,"12,030",139,64,"16,202",,208,34,,,109,,,,,,51,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Jomoro,Western,78913,,42234,,"17,978",700,152,"21,392",,"1,724",31,,,158,,,,,,99,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Juaboso,Western,50433,,38516,,"11,497",126,51,"26,398",,83,40,,,119,,,,,,202,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Kwesimintsim,Western,43747,,33529,,"19,951",376,22,"13,001",,74,18,,,61,,,,,,26,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Mpohor,Western,23301,,17406,,"8,437",749,37,"7,955",,85,25,,,72,,,,,,46,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Prestea Huni - Valley,Western,100914,,71796,,"30,175",202,76,"40,904",,121,58,,,220,,,,,,40,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Sefwi Akontombra,Western,38237,,25807,,"11,473",142,43,"13,947",,35,25,,,118,,,,,,24,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Sefwi Wiawso,Western,72128,,58994,,"22,629",180,65,"35,806",,64,28,,,190,,,,,,32,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Sekondi,Western,35443,,29606,,"16,824",255,13,"12,417",,65,2,,,25,,,,,,5,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Shama,Western,49329,,37654,,"16,972",672,43,"19,767",,43,33,,,105,,,,,,19,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Suaman,Western,20891,,15018,,"4,825",88,11,"10,006",,22,12,,,48,,,,,,6,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Takoradi,Western,53686,,42534,,"25,750",393,11,"16,232",,84,4,,,47,,,,,,13,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Tarkwa Nsuaem,Western,98748,,76416,,"38,506",864,62,"36,600",,141,30,,,165,,,,,,48,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Wassa East,Western,43104,,33363,,"13,102",325,59,"19,531",,54,47,,,189,,,,,,56,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
