YEAR,OFFICE,CONSTITUENCY,REGION,REGISTERED_VOTERS,VOTES_CAST,VALID_VOTES,VOTES_REJECTED,NPP,PPP,PNC,NDC,DPP,CPP,UFP,URP,YPP,GCPP,GFP,NVP,NDP,IPC,IPP,IND1,IND2,IND3,IND4,NPP_C,PPP_C,PNC_C,NDC_C,DPP_C,CPP_C,UFP_C,URP_C,YPP_C,GCPP_C,GFP_C,NVP_C,NDP_C,IPC_C,IPP_C,IND1_C,IND2_C,IND3_C,IND4_C
2012,Parliament,Builsa North,Upper East,27730,22172,21407,765,5690,,4925,10792,,,,,,,,,,,,,,,,Agnes Chigabatia Asangansah,,Agilinko Francis,James Agalga,,,,,,,,,,,,,,,
2012,Parliament,Builsa South,Upper East,16757,13391,12878,513,2114,,6048,4660,,56,,,,,,,,,,,,,,Paulina Atiik Morton - Bruce,,Alhassan Azong,Abolimbisa Roger Akantagriwen,,Kunde K Daniel,,,,,,,,,,,,,
2012,Parliament,"Chiana, Paga",Upper East,46017,35074,33947,1127,7246,323,4705,21552,,121,,,,,,,,,,,,,,Alowe Leo Kabah,Aloan Adoa Muniru,Francis Niagia Santuah,Abuga Pele,,Ayireuire Desmond,,,,,,,,,,,,,
2012,Parliament,Garu,Upper East,27507,20876,20248,628,9703,,,10260,,154,,,,,,,131,,,,,,,Samari Alhassan,,,Dominic Azimbe Azumah,,Dominic Ligadya Dinko,,,,,,,Seidu James Achel,,,,,,
2012,Parliament,Nabdam,Upper East,18940,14309,14007,302,7097,175,98,6545,,92,,,,,,,,,,,,,,Boniface Gambila Adagbila,Ditamina G Emmanuel,Kurug David,Moses Asaga,,William Atampugre,,,,,,,,,,,,,
2012,Parliament,Navrongo Central,Upper East,44934,34469,33686,783,15443,336,,17907,,,,,,,,,,,,,,,,Joseph Kofi Adda,Avanakwa Awupuri Crispin,,Mark Owen Woyongo,,,,,,,,,,,,,,,
2012,Parliament,Pusiga,Upper East,35856,25973,23828,2145,7749,905,,15174,,,,,,,,,,,,,,,,Imoro Sarko,William Abako Abosa,,Laadi Ayii Ayamba,,,,,,,,,,,,,,,
2012,Parliament,Talensi,Upper East,38183,28568,27450,1118,11380,253,6420,9119,,278,,,,,,,,,,,,,,Robert Nachinab Doameng,Mogre Dominic,Michael Wombeogo,Akologu John Tia,,Ramson Yinbil Dabitzaaya,,,,,,,,,,,,,
2012,Parliament,Tempane,Upper East,37111,27885,26637,1248,9737,2858,124,13918,,,,,,,,,,,,,,,,Joseph Akudibillah,Laar Samson Kangben,Akugri Laadi,David Adakudugu,,,,,,,,,,,,,,,
2012,Parliament,Zebilla,Upper East,52718,42303,41106,1197,17082,,,21900,,,,,,,,,385,,,1739,,,,Frank Fuseini Adongo,,,Cletus Apul Avoka,,,,,,,,,Atangnaba Abraham,,,Mallam Ali Yusuf Isa,,,
2012,Parliament,"Daffiama, Bussie, Issa",Upper West,17177,13705,13161,544,4931,690,146,7293,,,,,,,,,101,,,,,,,Roberto Ekor Dassah,Imoru Charles Domatiereh,Braimah Mathew,Puyaa Mathias Asuma,,,,,,,,,Tubo Vitalis Tiribonta,,,,,,
2012,Parliament,Jirapa,Upper West,35580,27748,26661,1087,2165,,139,11172,104,87,,,,,,,92,,,12902,,,,Edward Abu-Baka Dombo,,Fati A. Sadu,Francis Bawaana Dakura,Angsiema Joycelyn,Muonaa Elizabeth,,,,,,,Callistus Doodaa Tang,,,Paul Derigubaa,,,
2012,Parliament,Lambussie-Karni,Upper West,20571,16818,16025,793,2569,423,194,8444,,180,,,,,,,51,,,4164,,,,John Doughr Baloroo,Beinpuo Ernest Sanyare,Alhassan Zakaria,Dery K. Edward,,David Mwinfor Deribaa,,,,,,,Amoah Basing,,,Issakah Sagito,,,
2012,Parliament,Lawra,Upper West,25327,20762,19903,859,6588,408,,12735,,111,,,,,,,61,,,0,,,,Anthony N Yoh P Karbo,Joseph K. B. Dabuo,,Samson Abu,,Dominic Kambozie,,,,,,,Mark Wononuo,,,Paschal Baylon Dere,,,
2012,Parliament,"Nadowli, Kaleo",Upper West,35684,29436,28648,788,12073,253,169,16063,,,,,,,,,90,,,,,,,Robinson Dakubu Boye Bandie,Naa Anganngmini Bafara,Kpan Jude Thaddeus,Alban Sumana K Bagbin,,,,,,,,,Adama Amora Nuhu,,,,,,
2012,Parliament,Nandom,Upper West,24236,21068,20639,429,7333,,,13172,,,,,,,,,134,,,,,,,Ambrose Dery,,,Benjamin Kunbuor,,,,,,,,,Elvis Taabavi,,,,,,
2012,Parliament,Sissala East,Upper West,30033,25739,24599,1140,6603,0,6450,8987,,,,193,,,,,149,,,2217,,,,Issahaku Amidu Chinnia,Luriwie Fuseini Kanton,Moses Dani Baah,Sulemana Alijata,,,,Abdulai Amoro Baluri,,,,,Dawu Quendar Issaka,,,Musah Issah,,,
2012,Parliament,Sissala West,Upper West,27085,23170,22458,712,8144,,2943,11294,,,,,,,,,77,,,,,,,Patrick Al-hassan Adamah,,Bayirga Haruna,Amin Amidu Sulemana,,,,,,,,,Abu Fatawu,,,,,,
2012,Parliament,Wa Central,Upper West,75130,62561,57085,5476,22304,0,6202,28149,,310,,,,,,,120,,,,,,,Tahiru Issahaku Moomin,James K Sohimwinye,Bernard A Mornah,Rashid H Pelpuo,,Issahaque Suleman,,,,,,,Issahaque Alhassan,,,,,,
2012,Parliament,Wa East,Upper West,32824,26908,25905,1003,12505,262,187,12846,,,,,,,,,105,,,,,,,Bayon Godfrey Tangu,Bakuli Mariama,Amadu Baba,Ameen Salifu,,,,,,,,,Yahaya Abdul-Hanif,,,,,,
2012,Parliament,Wa West,Upper West,40841,30309,28363,1946,9918,1744,,16368,,,,,,,,,333,,,,,,,Adams Nuhu Timbile,Felix S Pigru,,Joseph Yieleh Chireh,,,,,,,,,Dare Waribata,,,,,,
2012,Parliament,Adaklu,Volta,17940,13638,13442,196,898,,,11825,,,,,,,,,719,,,,,,,Justice Jowawa Aklamanu,,,Kwame Governs Agbodza,,,,,,,,,Hiagbe Edem Dzanku,,,,,,
2012,Parliament,Afadjato South,Volta,34183,26410,26123,287,3784,,,22029,,310,,,,,,,,,,,,,,Emma Millicent Kartey Kofiedu,,,Joseph Zaphanat Amenowode,,Constant Yao Kumah Gidi,,,,,,,,,,,,,
2012,Parliament,Agotime-Ziope,Volta,26450,18718,18382,336,1721,,,14485,,241,,,,,,,1935,,,,,,,David Dickson Dzorkpe,,,Juliana Azumah-Mensah,,Sakpa Yao Kuma Donkor,,,,,,,David Yaoga Sunu,,,,,,
2012,Parliament,Akan,Volta,38553,30606,29662,944,6293,,1127,8396,,207,,,,,,,,,,3122,"9,139",1223,155,Harry Afrim-Darko,,Maxwell Gyambiby-Asong,John Kwadwo Gyapong,,Rashid Alao,,,,,,,,,,Ahmed Muniru,,,
2012,Parliament,Akatsi North,Volta,18800,13427,13109,318,1971,,,10879,,259,,,,,,,,,,,,,,Prince Sodoke Amuzu,,,Peter Nortsu-Kotoe,,Vincent Kudzo Norgbedzi,,,,,,,,,,,,,
2012,Parliament,Akatsi South,Volta,43153,33905,33172,733,1388,251,,21588,,,,,,,,,,,,9945,,,,Leo-nelson Adzidogah,Ametame Japhet,,Edward Korbly Doe Adjaho,,,,,,,,,,,,Evans Gadeto Djikunu,,,
2012,Parliament,Anlo,Volta,50319,40512,39829,683,3599,1543,,32654,,,,,,,,,93,,,1940,,,,Makafui Kofi Woanya,Francis Tamakloe,,Clement Kofi Humado,,,,,,,,,Etsey Crown Kwashie,,,Gabriel Adzika Tamakloe,,,
2012,Parliament,Biakoye,Volta,40136,29313,29103,210,9092,,,19714,,297,,,,,,,,,,,,,,Daniel Korsinah,,,Bandua Emmanuel Kwasi,,Dzato Moses,,,,,,,,,,,,,
2012,Parliament,Buem,Volta,37124,26252,25787,465,5404,,502,19031,,850,,,,,,,,,,,,,,Asuka-boakye Francis,,Darko-Boateng Adams,Henry Ford Kofi Kamel,,Nelson Asafo,,,,,,,,,,,,,
2012,Parliament,Central Tongu,Volta,39242,31258,30708,550,3769,346,,26127,,466,,,,,,,,,,,,,,Thomas Moore Zonyrah,Kabu Mensah John,,Joe Kwashie Gidisu,,Evans Akpeke,,,,,,,,,,,,,
2012,Parliament,Ho Central,Volta,87100,68425,67931,494,6758,312,,60129,,452,,,,,,,,,,280,,,,Archibald Yao Letsa,Hugh Adzomani,,Benjamin Komla Kpodo,,Beauty Kwampah,,,,,,,,,,Godisgood Amegashie,,,
2012,Parliament,Ho West,Volta,48680,37060,36613,447,3014,,,32623,,187,,,,,,,789,,,,,,,Ernest Yao Gaewu,,,Emmanuel Kwasi Bedzrah,,Asigbey Eugene Herbert,,,,,,,Samuel Mawuli Apasu,,,,,,
2012,Parliament,Hohoe,Volta,67615,50143,49628,515,6358,2462,193,40486,,129,,,,,,,,,,,,,,Obro - Adibo Janet Emefa,Agbenorwosi Rich - Doh,Cecil - Rhodes Dogbe,Bernice Adiku Heloo,,Kutuadu Beauty,,,,,,,,,,,,,
2012,Parliament,Keta,Volta,46607,36663,36318,345,1272,942,,33570,,,,,,,,368,166,,,,,,,Vordzorgbe Alex Mawunyo Kwasi,Wisdom Kwame Adonu,,Richard Quashigah,,,,,,,,Joseph Lugu,Edem Mensah,,,,,,
2012,Parliament,Ketu North,Volta,60761,44979,43922,1057,8153,1040,140,33825,,553,,,,,,,211,,,,,,,Pius Enam Nadzide,Atitsogbui Gregory Kwaku,Nicholas Agbogli,James Klutse Avedzi,,Amenyo Joseph Kwashie,,,,,,,Stephen Koame Soglo,,,,,,
2012,Parliament,Ketu South,Volta,126659,89123,87534,1589,4122,373,,77837,,299,,,145,,,,142,,,3956,660,,,Godwin Yayra Nkuawu,Mcmayee Davison,,Kwetey Fifi Fiavi Franklin,,Pascal Kumaza,,,Azumah Courage Kwame Mensah,,,,Avulekpor Samuel,,,Albert Kwasi Zigah,,,
2012,Parliament,Kpando,Volta,32567,24542,24324,218,2307,,,19243,,110,,,,,,,190,,,2474,,,,Theresa Akosua Sewa Tettey,,,Della Sowah,,Emmanuel Mawusi Dzakpa,,,,,,,Nelson Selorm Agbo,,,Richard Akplotsyi,,,
2012,Parliament,Krachi East,Volta,40647,31692,30719,973,10405,795,,13493,,,,,,,,,73,,,5797,156,,,Patrick Charty Jilimah,Boateng Kofi Emmanuel,,Wisdom Gidisu,,,,,,,,,Lawson Apreko,,,Yao Gago,,,
2012,Parliament,Krachi Nchumuru,Volta,28957,23844,23090,754,8769,,,14049,,171,,,,,,,101,,,,,,,Kofi Tarkom Taylor,,,John Majisi,,Ogyemekye John Kwasi,,,,,,,Adomako Quainoo Samuel,,,,,,
2012,Parliament,Krachi West,Volta,22768,18723,18142,581,7196,203,,10645,,58,,,,,40,,,,,,,,,Osei - Nti Douglas,James Adamu Mapram,,Helen Adjoa Ntoso,,Mprah George Cooper,,,,,Owusu Kwasi Micheal,,,,,,,,
2012,Parliament,Nkwanta North,Volta,44553,35769,34875,894,12762,342,,21659,,112,,,,,,,,,,,,,,Nayan Kwaku Joseph,Stephen Nimo,,John Oti Kwabena Bless,,Naja Ngbambe Raphael,,,,,,,,,,,,,
2012,Parliament,Nkwanta South,Volta,52363,38549,36819,1730,8465,597,,13870,,1481,,,,,,,1406,,,8725,2275,,,Edusei Cephas Kujo,Issebudu Issah Ibrahim,,Gershon Kofi Bediako Gbediame,,Anebo Philip Kwaku,,,,,,,Kwabena Opoku Asemsro,,,Njonam Wisdom Wagya,,,
2012,Parliament,North Dayi,Volta,24162,18395,18145,250,2991,,,13724,,1430,,,,,,,,,,,,,,Ken Anku,,,George Loh,,Lorenz Jemima Exornam,,,,,,,,,,,,,
2012,Parliament,North Tongu,Volta,48577,37532,36949,583,2522,,245,33422,,134,,350,,,,,276,,,,,,,Nicholas Ahiadorme,,Agbodza Peter Nash,Samuel Okudzeto Ablakwa,,Medegli Emmanuel Tse,,David K Amansunu,,,,,Gordon Bedzra-Gamey,,,,,,
2012,Parliament,South Dayi,Volta,26640,19984,19596,388,1082,3123,,12309,,3082,,,,,,,,,,,,,,Ameyibor Freeman,Felix Lartey,,Edem Asimah,,Sabon-Asare Kofi Clemence,,,,,,,,,,,,,
2012,Parliament,South Tongu,Volta,52183,40343,39701,642,1945,248,,32785,,184,,,,,,,22,,,4517,,,,Leonard Kwaku Baanjo - Klogo,Ahiabu Holy Kofi,,Kobena Mensah Woyome,,Richard Kofi Bedzra,,,,,,,Prosper Senyo Glover,,,Klutse Kudomor,,,
2012,Parliament,Ahanta West,Western,63792,47214,46220,994,20099,4658,,21143,,320,,,,,,,,,,,,,,Samuel John Fiah,David Oscar Yawson,,George Kwame Aboagye,,Anthony Ackah,,,,,,,,,,,,,
2012,Parliament,Amenfi Central,Western,51015,39471,38575,896,16871,555,,21149,,,,,,,,,,,,,,,,Eric Magnus Wilmot,Benjamin Asmah,,George Kofi Arthur,,,,,,,,,,,,,,,
2012,Parliament,Amenfi East,Western,67093,52206,53834,-1628,21633,106,43,31990,,,,,,,,,62,,,,,,,Joseph Boahen Aidoo,Alfred Jeremiah Owusu,Godfrey Appiah-Kubi,Akwasi Opong-fosu,,,,,,,,,Francis Obeng,,,,,,
2012,Parliament,Amenfi West,Western,60067,44769,42821,1948,15829,320,77,26435,,160,,,,,,,,,,,,,,Joe Ghartey,Joseph Cornelius Essandoh,Ebo Graham,Thomas Charlie Brown,,Raymond Jones,,,,,,,,,,,,,
2012,Parliament,Aowin,Western,71468,54384,52997,1387,21030,700,,30035,,,,,,,,,269,,,756,207,,,Samuel Adu Gyamfi,Abudu Hawa,,Mathias Kwame Ntow,,,,,,,,,John Brew,,,Solomon Appiah,Theophilus Nana Boahene,,
2012,Parliament,Bia East,Western,27813,21230,20474,756,4935,134,,13497,,,,,,,,,164,,,1744,,,,David Leo-Nkoah,Emmanuel Kwadwo Owusu,,Richard Acheampong,,,,,,,,,Nkruma Joseph,,,Felix Nanor Tetteh,,,
2012,Parliament,Bia West,Western,64404,48273,46021,2252,14257,530,,30632,,602,,,,,,,,,,,,,,John Koah,Kofi Gershon,,Michael Coffie Boampong,,Armah Philemon,,,,,,,,,,,,,
2012,Parliament,Bibiani - Anhwiaso - Bekwai,Western,74128,64585,63656,929,32016,731,168,29940,,174,,,,,,,171,,,456,,,,Kingsley Aboagye-Gyedu,Eric Nkrumah,Evans Ennin Dickson,Bright Asamoah Brefo,,Anthony Kwame Gyasi,,,,,,,Prince Osei Tutu,,,Newlove Gyasi,,,
2012,Parliament,Bodi,Western,35119,27274,26601,673,7626,281,108,18586,,,,,,,,,,,,,,,,Emmanuel Addai,Yeboah Evans,Mahama Baba Ishmael,Ahi Sampson,,,,,,,,,,,,,,,
2012,Parliament,Effia,Western,45701,35902,34132,1770,19863,0,,14269,,0,,,,,,,,,,,,,,Joseph Cudjoe,Theresa Baffowa Lartey,,Mohammed Barkwa Ali,,Alexander Prince Egyir-Yawson Buah,,,,,,,,,,,,,
2012,Parliament,Ellembele,Western,58385,45901,45204,697,18067,309,,26344,,278,,,,,,,176,,,30,,,,Kwasi Bonzoh,Kenneth Atobrah,,Emmanuel Armah-Kofi,,Nana Bulumiatwum Kwasi,,,,,,,Joseph Justice Kwaw,,,Ebenezer Someah-Addae,,,
2012,Parliament,Essikadu-Ketan,Western,56198,42509,42035,474,24442,762,64,16767,,,,,,,,,,,,,,,,Joe Ghartey,Joseph Cornelius Essandoh,Ebo Graham,Thomas C Brown,,,,,,,,,,,,,,,
2012,Parliament,Evalue - Ajomoro - Gwira,Western,41097,29506,29014,492,13157,,107,15369,,381,,,,,,,,,,,,,,Catherine Abelema Afeku,,John Kofi Cobbinah,Kweku Tanikyi Kessie,,Ackah Quarm,,,,,,,,,,,,,
2012,Parliament,Jomoro,Western,78913,52890,51285,1605,9630,1894,,21651,,18110,,,,,,,,,,,,,,Joseph Ewoniah,Margaret Blay Kenyah,,Francis Kabenlah Anaman,,Samia Yaba Christina Nkrumah,,,,,,,,,,,,,
2012,Parliament,Juaboso,Western,50433,39947,38971,976,8293,,255,19432,,208,,,,,,,,,,10783,,,,Martha Kwayie Manu,,Abdul - Karim Ibraimah Ibrahim,Kwabena Mintah Akandoh,,Khadijah Ama Nkrumah,,,,,,,,,,William Coffie,,,
2012,Parliament,Kwesimintsim,Western,43747,33930,32596,1334,15179,1138,,9901,,,,,,,,,,,,6378,,,,Joe Baidoe-Ansah,Maxwell Okyere Ahenkorah,,Franci Kassim Natoa Tunyeripif Apuri,,,,,,,,,,,,Nana Abakah,,,
2012,Parliament,Mpohor,Western,23301,17872,17598,274,7114,4151,,6333,,,,,,,,,,,,,,,,Alex Kofi Agyekum,Mary Ankomah,,Anthony Bassaw,,,,,,,,,,,,,,,
2012,Parliament,Prestea Huni - Valley,Western,100914,73690,72441,1249,31209,1035,,39808,,297,,,,,,,92,,,,,,,Anastasia Wiredu Mensah,Eric Mensah,,Francis Adu-Blay Koffie,,Theophilus Badu Samora Barimah,,,,,,,Robert Odoom,,,,,,
2012,Parliament,Sefwi Akontombra,Western,38237,32587,31908,679,12558,424,,18926,,0,,,,,,,,,,,,,,Appiah-Kubi Baidoo,Adams Kwasi Kwarteng,,Herod Cobbina,,Joseph Bright Quaha,,,,,,,,,,,,,
2012,Parliament,Sefwi Wiawso,Western,72128,60412,59482,930,26926,350,136,31993,,,,,,,,,77,,,,,,,Kwaku Afriyie,Kwabena Musah,Amoh Newton Adu,Evans Paul Aidoo,,,,,,,,,Matthew Benyin,,,,,,
2012,Parliament,Sekondi,Western,35443,28956,28776,180,14735,,,13641,,400,,,,,,,,,,0,,,,Papa Owusu Ankomah,,,Anthony Richard Cudjoe,,Ahoah Henry Solor,,,,,,,,,,Armah Nyamekye,,,
2012,Parliament,Shama,Western,49329,38345,37831,514,17154,2271,,18406,,0,,,,,,,,,,,,,,Joseph Cantamanto Garbrah,Joseph Essuman,,Gabriel Kwadwo Essilfie,,Samuel Diaw Manful,,,,,,,,,,,,,
2012,Parliament,Suaman,Western,20891,15578,15214,364,5454,172,,9588,,,,,,,,,,,,,,,,Philip Kwabena Boahen,Andrews Boafo,,Stephen Michael Essuah Kofi Ackah,,,,,,,,,,,,,,,
2012,Parliament,Takoradi,Western,53686,42792,42526,266,25958,669,,15899,,,,,,,,,,,,,,,,Kwabena Okyere Darko-Mensah,Vivian Arthur,,Alfred Ekow Gyan,,,,,,,,,,,,,,,
2012,Parliament,Tarkwa Nsuaem,Western,98748,73855,72918,937,37816,1972,,33130,,,,,,,,,,,,,,,,Gifty Eugunia Kusi,Eric Seedof Asiedu Simpei,,Christina Kobinah,,,,,,,,,,,,,,,
2012,Parliament,Wassa East,Western,43104,34319,33657,662,13996,419,,19242,,,,,,,,,,,,,,,,Wilson Arthur,Twumasi-Ankrah Moses,,Isaac Adjei Mensah,,,,,,,,,,,,,,,
2012,Presidential First Round,Adansi Akrofuom,Ashanti,22010,,17836,,"10,848",55,15,"6,778",,25,13,,,85,,,,,,17,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Adansi Asokwa,Ashanti,37046,,30303,,"16,845",157,32,"12,998",,39,77,,,135,,,,,,20,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Afigya Kwabre North,Ashanti,29575,,25301,,"17,798",94,21,"7,268",,34,9,,,69,,,,,,8,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Afigya Kwabre South,Ashanti,66096,,57408,,"46,660",187,19,"10,373",,18,44,,,101,,,,,,6,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Afigya Sekyere East,Ashanti,56965,,50042,,"37,855",151,31,"11,777",,44,24,,,138,,,,,,22,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Ahafo Ano North,Ashanti,45278,,37331,,"18,913",65,41,"18,083",,54,34,,,126,,,,,,15,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Ahafo Ano South East,Ashanti,29163,,24057,,"12,925",53,24,"10,884",,20,20,,,121,,,,,,10,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Ahafo Ano South West,Ashanti,30118,,25579,,"14,772",100,31,"10,508",,18,45,,,95,,,,,,10,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Asante Akim Central,Ashanti,41660,,35697,,"26,097",111,18,"9,316",,55,12,,,83,,,,,,5,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Asante Akim North,Ashanti,40204,,33934,,"22,894",60,26,"10,771",,27,56,,,73,,,,,,27,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Asante Akim South,Ashanti,34040,,50772,,"31,710",225,44,"18,520",,50,18,,,179,,,,,,26,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Asawase,Ashanti,109597,,76862,,"31,260",187,64,"45,178",,46,15,,,97,,,,,,15,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Asokwa,Ashanti,79228,,78005,,"62,960",218,10,"14,673",,36,7,,,87,,,,,,14,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Atwima Kwanwoma,Ashanti,69450,,60029,,"48,995",154,21,"10,654",,56,18,,,122,,,,,,9,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Atwima Mponua,Ashanti,71564,,59658,,"34,468",153,47,"24,193",,64,91,,,597,,,,,,45,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Atwima Nwabiagya North,Ashanti,53404,,45234,,"34,582",106,36,"10,319",,22,30,,,89,,,,,,50,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Atwima Nwabiagya South,Ashanti,64617,,55689,,"43,289",157,23,"12,034",,33,18,,,125,,,,,,10,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Bantama,Ashanti,68271,,59116,,"49,493",158,13,"9,321",,23,8,,,87,,,,,,13,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Bekwai,Ashanti,65480,,56929,,"48,628",136,44,"7,897",,39,13,,,157,,,,,,15,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Bosome Freho,Ashanti,29888,,24777,,"18,182",151,21,"6,179",,56,29,,,114,,,,,,45,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Bosomtwe,Ashanti,59586,,52184,,"40,618",128,22,"11,239",,42,14,,,110,,,,,,11,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,"Effiduase, Asokore",Ashanti,34055,,30071,,"23,388",64,15,"6,479",,25,10,,,85,,,,,,5,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Ejisu,Ashanti,74948,,65072,,"52,253",187,25,"12,389",,46,17,,,146,,,,,,9,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Ejura Sekyedumase,Ashanti,54695,,42675,,"18,453",73,51,"23,810",,62,33,,,159,,,,,,34,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Fomena,Ashanti,24012,,20268,,"14,672",86,10,"5,406",,24,17,,,46,,,,,,7,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
2012,Presidential First Round,Juaben,Ashanti,34040,,29523,,"22,314",111,23,"6,950",,29,12,,,73,,,,,,11,,,,Nana A. Akuffo-Addo,Papa Kwesi Nduom,Hassan Ayariga,John Dramani Mahama,,Abu Sakara Foster,Akwasi Addai Odike,,,Henry Herbert Lartey,,,,,,Jacob Osei Yeboah,,,
